Date,Close,High,Low,Open,Volume,Ticker,Daily_Return,MA5,MA10,MA20,MA50,EMA20,RSI,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Upper_Band,Lower_Band,Volatility,Lag1,Lag2,Lag3,Target_Close,Future_Return,Target_Signal
2005-07-27,88.2808609008789,90.7579698414178,83.35578337597711,83.35578337597711,7368.0,CONCOR,0.0029320498233516012,88.22008819580078,86.13473892211914,82.56478309631348,79.34579208374024,83.78539052985093,79.98979679568083,85.6450910492032,82.76593580992417,2.8791552392790294,2.2312734350048804,0.647881804274149,91.23885101981185,73.8907151728151,0.0162424387569821,88.02277374267578,88.81375122070312,87.89368438720703,275.8775939941406,2.1249989089242565,BUY
2005-07-27,70.50695037841797,71.83842520446018,69.8890798243352,70.4982527454047,2695740.0,DRREDDY,0.00890356051808694,68.07463226318359,66.85412368774413,66.78258590698242,64.03045471191406,66.53238121475205,64.73550221360154,67.32715105563258,66.02632917619415,1.3008218794384305,1.045082834714236,0.2557390447241945,69.84518284862484,63.71998896533999,0.015826573535556592,69.88472747802734,66.68659210205078,66.88240814208984,352.53485107421875,4.000001406700026,BUY
2005-07-27,23.056575775146484,23.71792651628009,23.052797262371584,23.43071197159079,15640.0,EICHERMOT,-0.01565036545802767,23.210010147094728,23.065647506713866,23.024077033996583,23.8658447265625,23.178043711888968,53.811626462190986,23.133914174473308,23.25311594892911,-0.11920177445580293,-0.20968558515295982,0.09048381069715689,23.49863602148801,22.549518046505156,0.01164445491033651,23.42315673828125,23.525190353393555,22.999889373779297,230.5658264160156,9.000002978089697,BUY
2005-07-28,230.5658264160156,230.5658264160156,230.5658264160156,230.5658264160156,0.0,EICHERMOT,9.000002978089697,64.71412773132325,43.827531814575195,33.40369653701782,27.988668632507324,42.92926111228198,99.30792897303367,55.046516057787514,38.60961302056515,16.436903037222365,3.119632139322105,13.31727089790026,126.21920667590672,-59.411813601871074,2.0124371443674494,23.056575775146484,23.42315673828125,23.525190353393555,22.939424514770508,-0.9005081330943626,SELL
2005-07-27,14.74354076385498,14.827826771824853,14.652770836307722,14.707881184793814,3509678.0,GAIL,0.009321044466219952,14.606088066101075,14.262462043762207,14.323731899261475,14.214095649719239,14.331017574478292,59.11393262962534,14.403751683267782,14.299800010940842,0.10395167232693936,0.03382397495617094,0.07012769737076842,15.04594604260226,13.601517755920689,0.01755085719310266,14.60738468170166,14.876447677612305,14.471233367919922,78.6322021484375,4.333332298385941,BUY
2005-07-28,78.6322021484375,78.6322021484375,78.6322021484375,78.6322021484375,0.0,GAIL,4.333332298385941,27.466161727905273,20.77257032394409,17.51751666069031,15.49984354019165,20.45493991485536,98.43864652048008,24.285051754832352,19.06516313223689,5.219888622595462,1.071036904484029,4.148851718111433,46.29566772068354,-11.260634399302923,0.9690744832678708,14.74354076385498,14.60738468170166,14.876447677612305,14.6527681350708,-0.8136543587141294,SELL
2005-07-27,149.67922973632812,150.39936103103813,148.23258950736803,150.39936103103813,227124.0,GRASIM,0.00034040244583954937,148.8431365966797,146.07732543945312,141.08260040283204,139.58949768066407,143.3385026153226,81.82063896070798,145.55515834642972,142.4511681657188,3.103990180710923,1.8538598875660948,1.2501302931448284,153.22749350229412,128.93770730336996,0.013973652657804507,149.6282958984375,149.67288208007812,147.4933624267578,970.0341186523438,5.480753010027751,BUY
2005-07-28,970.0341186523438,970.0341186523438,970.0341186523438,970.0341186523438,0.0,GRASIM,5.480753010027751,313.30157775878905,229.3548797607422,182.85488891601562,156.16541015625,222.07141842837223,99.5177088362441,272.3980753165703,203.75360894250582,68.6444663740645,15.211981184865778,53.43248518919873,553.6067793058478,-187.8970014738165,1.2243357930353622,149.67922973632812,149.6282958984375,149.67288208007812,149.91505432128906,-0.8454538335934367,SELL
2005-07-27,19.56043243408203,19.612576342999898,19.296455258825173,19.48873434952922,1266617.0,HINDPETRO,0.004855007730445227,19.493952560424805,19.477983474731445,19.72941389083862,20.6001176071167,19.763076545551005,37.326405117721464,19.58880881117169,19.896969612410768,-0.3081608012390795,-0.34667785152437985,0.038517050285300336,20.45339153215646,19.005436249520784,0.009602802954581857,19.465925216674805,19.51807403564453,19.514806747436523,132.032958984375,5.750002047721666,BUY
2005-07-28,132.032958984375,132.032958984375,132.032958984375,132.032958984375,0.0,HINDPETRO,5.750002047721666,42.01843948364258,30.759455299377443,25.330878734588623,22.819911193847656,30.45544630162948,99.12368740632087,36.88790883781835,28.203339195519227,8.684569642299124,1.459571647240321,7.224997995058803,75.56605731398781,-24.90429984481056,1.2860259055110164,19.56043243408203,19.465925216674805,19.51807403564453,18.93145179748535,-0.8566157121440736,SELL
2005-07-27,13.238174438476562,13.32495509762946,13.14484438046654,13.226712615711266,1536912.0,IOC,0.009867302991502624,13.472320175170898,13.45643720626831,13.505312633514404,14.22416971206665,13.585503645647622,43.79895251000766,13.46118262912653,13.68536167740318,-0.2241790482766497,-0.24992676261976557,0.025747714343115874,14.055484397617162,12.955140869411645,0.013151201433701331,13.10882568359375,13.508341789245604,13.844001770019531,79.42906951904297,5.000001728953165,BUY
2005-07-28,79.42906951904297,79.42906951904297,79.42906951904297,79.42906951904297,0.0,IOC,5.000001728953165,26.625682640075684,20.070123386383056,16.78350157737732,15.524900646209717,19.856319443113847,98.2824520697133,23.61008830449829,18.55526596196909,5.054822342529199,0.8110230584100274,4.243799284119172,46.27861965802929,-12.711616503274655,1.1186336226676836,13.238174438476562,13.10882568359375,13.508341789245604,13.098998069763184,-0.8350855908412382,SELL
2005-07-27,8.428871154785156,8.49158317900002,8.328923836990212,8.426911550040955,3189250.0,KOTAKBANK,0.00011632533253425059,8.358123016357421,8.195464038848877,8.068590545654297,7.651675958633422,8.082851923614966,68.01710650223905,8.21001363875947,7.99266599234013,0.21734764641934046,0.2021938731140176,0.01515377330532286,8.553345711127657,7.583835380180939,0.013548288699789707,8.42789077758789,8.393593788146973,8.32402229309082,40.40997695922852,3.794233559530373,BUY
2005-07-27,63.29155349731445,63.741323925903394,60.085145980066045,62.870805086247664,1519496.0,M&M,-0.006980849691330171,61.430580139160156,59.756771850585935,58.35040149688721,53.41317512512207,58.51142321028704,72.60836938901143,59.991037042085395,57.53754923721377,2.453487804871628,2.1196652590108034,0.3338225458608246,63.26306954530527,53.437733448469146,0.016935489695193182,63.73648834228516,62.43072128295898,59.98841857910156,127.47297668457033,1.0140598490757409,BUY
2005-07-27,42.7662467956543,43.136477590749365,42.1879540613441,42.37765615186209,105898221.0,RELIANCE,0.01114085260086406,42.16775817871094,41.36212730407715,40.103496360778806,37.13513336181641,40.34896232138259,86.91293339382675,41.192708511090245,39.77991699860077,1.412791512489477,1.268235588228129,0.1445559242613479,43.19512475690979,37.01186796464782,0.01748512450076279,42.2950439453125,42.07474136352539,42.1971321105957,187.0927581787109,3.3747761890978563,BUY
2005-07-27,103.43859100341795,103.72044002522566,101.86828931048947,101.86828931048947,2597408.0,TCS,0.015205731138681955,103.37223968505859,103.41008605957032,104.83732223510742,103.57720535278321,104.0596100657493,45.780779225401076,103.84164212318456,104.00794230386774,-0.1663001806831801,0.15128125354968253,-0.3175814342328626,110.27048260272812,99.40416186748672,0.021078324619878554,101.88928985595705,103.42731475830078,104.2003936767578,206.877182006836,1.0000000000000009,BUY
